Date,Snow Water Equivalent (in) Start of Day Values,Snow Depth (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF)
1996-01-20,,,22.4,23.0,24.8,19.4
1996-01-21,,,22.4,21.2,23.0,19.4
1996-01-22,,,22.4,21.2,23.0,17.6
1996-01-23,,,22.4,17.6,19.4,10.4
1996-01-24,,,22.4,8.6,15.8,-0.4
1996-01-25,,,22.4,8.6,14.0,6.8
1996-01-26,,,22.4,21.2,21.2,19.4
1996-01-27,,,22.4,26.6,28.4,23.0
1996-01-28,,,22.8,30.2,32.0,28.4
1996-01-29,,,22.8,32.0,32.0,30.2
1996-01-30,,,22.8,28.4,30.2,23.0
1996-01-31,,,22.8,23.0,28.4,17.6
1996-02-01,,,22.8,23.0,28.4,17.6
1996-02-02,,,22.8,14.0,21.2,8.6
1996-02-03,,,22.8,10.4,10.4,8.6
1996-02-04,,,22.8,15.8,24.8,8.6
1996-02-05,,,22.8,21.2,32.0,6.8
1996-02-06,,,23.2,15.8,17.6,14.0
1996-02-07,,,24.4,10.4,15.8,5.0
1996-02-08,,,24.4,8.6,14.0,3.2
1996-02-09,,,24.8,14.0,17.6,10.4
1996-02-10,,,25.2,15.8,21.2,12.2
1996-02-11,,,26.0,32.0,32.0,30.2
1996-02-12,,,26.4,32.0,32.0,28.4
1996-02-13,,,26.4,32.0,32.0,30.2
1996-02-14,,,26.4,28.4,30.2,26.6
1996-02-15,,,26.4,26.6,28.4,24.8
1996-02-16,,,26.8,24.8,26.6,23.0
1996-02-17,,,26.8,32.0,39.2,23.0
1996-02-18,,,26.8,14.0,19.4,5.0
1996-02-19,,,26.8,5.0,8.6,3.2
1996-02-20,,,26.8,12.2,17.6,1.4
1996-02-21,,,26.8,8.6,10.4,6.8
1996-02-22,,,26.8,8.6,12.2,5.0
1996-02-23,,,26.8,23.0,28.4,15.8
1996-02-24,,,26.8,30.2,32.0,26.6
1996-02-25,,,26.8,24.8,28.4,21.2
1996-02-26,,,27.2,30.2,32.0,28.4
1996-02-27,,,27.2,30.2,32.0,28.4
1996-02-28,,,27.2,30.2,32.0,28.4
1996-02-29,,,27.2,28.4,33.8,21.2
1996-03-01,,,27.2,23.0,35.6,17.6
1996-03-02,,,27.2,28.4,39.2,14.0
1996-03-03,,,27.2,35.6,39.2,32.0
1996-03-04,,,27.2,26.6,30.2,17.6
1996-03-05,,,27.2,24.8,28.4,21.2
1996-03-06,,,27.2,26.6,28.4,24.8
1996-03-07,,,27.2,23.0,26.6,19.4
1996-03-08,,,27.6,23.0,24.8,17.6
1996-03-09,,,27.6,24.8,28.4,21.2
1996-03-10,,,27.6,28.4,30.2,23.0
1996-03-11,,,27.6,32.0,32.0,30.2
1996-03-12,,,27.6,32.0,32.0,30.2
1996-03-13,,,28.0,30.2,32.0,28.4
1996-03-14,,,28.0,32.0,32.0,30.2
1996-03-15,,,28.0,32.0,35.6,30.2
1996-03-16,,,28.0,32.0,33.8,26.6
1996-03-17,,,28.0,32.0,35.6,28.4
1996-03-18,,,28.0,32.0,32.0,28.4
1996-03-19,,,28.0,28.4,33.8,23.0
1996-03-20,,,28.0,28.4,30.2,26.6
1996-03-21,,,28.0,30.2,30.2,28.4
1996-03-22,,,28.4,28.4,32.0,24.8
1996-03-23,,,28.8,28.4,35.6,21.2
1996-03-24,,,28.8,28.4,32.0,21.2
1996-03-25,,,28.8,33.8,41.0,30.2
1996-03-26,,,28.8,33.8,41.0,32.0
1996-03-27,,,28.8,32.0,51.8,17.6
1996-03-28,,,28.8,35.6,46.4,28.4
1996-03-29,,,28.8,30.2,35.6,24.8
1996-03-30,,,28.8,26.6,28.4,24.8
1996-03-31,,,28.8,19.4,28.4,15.8
1996-04-01,,,28.8,17.6,28.4,6.8
1996-04-02,,,28.8,17.6,23.0,10.4
1996-04-03,,,28.8,32.0,35.6,30.2
1996-04-04,,,29.2,32.0,32.0,28.4
1996-04-05,,,30.0,24.8,28.4,19.4
1996-04-06,,,30.4,21.2,30.2,14.0
1996-04-07,,,30.8,30.2,32.0,26.6
1996-04-08,,,30.8,28.4,32.0,26.6
1996-04-09,,,31.2,30.2,39.2,21.2
1996-04-10,,,31.2,32.0,41.0,26.6
1996-04-11,,,31.2,32.0,39.2,24.8
1996-04-12,,,31.2,33.8,41.0,30.2
1996-04-13,,,31.2,33.8,33.8,32.0
1996-04-14,,,31.2,35.6,39.2,33.8
1996-04-15,,,31.6,33.8,35.6,32.0
1996-04-16,,,32.0,35.6,37.4,32.0
1996-04-17,,,32.0,35.6,37.4,33.8
1996-04-18,,,32.4,33.8,35.6,32.0
1996-04-19,,,32.8,33.8,35.6,32.0
1996-04-20,,,33.2,33.8,35.6,32.0
1996-04-21,,,33.2,39.2,42.8,33.8
1996-04-22,,,33.6,35.6,41.0,33.8
1996-04-23,,,34.0,33.8,39.2,28.4
1996-04-24,,,34.0,32.0,33.8,32.0
1996-04-25,,,34.0,32.0,35.6,32.0
1996-04-26,,,34.4,32.0,33.8,32.0
1996-04-27,,,34.8,32.0,37.4,30.2
1996-04-28,,,34.8,33.8,41.0,32.0
1996-04-29,,,34.8,35.6,46.4,28.4
1996-04-30,,,34.8,35.6,42.8,30.2
1996-05-01,,,34.8,37.4,46.4,28.4
1996-05-02,,,34.8,41.0,48.2,35.6
1996-05-03,,,34.8,44.6,51.8,39.2
1996-05-04,,,34.8,42.8,48.2,35.6
1996-05-05,,,34.8,41.0,51.8,32.0
1996-05-06,,,34.8,41.0,48.2,35.6
1996-05-07,,,34.8,44.6,51.8,41.0
1996-05-08,,,34.8,41.0,48.2,35.6
1996-05-09,,,34.8,41.0,50.0,32.0
1996-05-10,,,34.8,44.6,50.0,41.0
1996-05-11,,,34.8,46.4,57.2,32.0
1996-05-12,,,34.8,48.2,60.8,35.6
1996-05-13,,,35.2,51.8,64.4,35.6
1996-05-14,,,35.2,44.6,50.0,39.2
1996-05-15,,,35.2,37.4,39.2,35.6
1996-05-16,,,35.2,41.0,44.6,33.8
1996-05-17,,,35.2,41.0,53.6,30.2
1996-05-18,,,35.2,42.8,50.0,32.0
1996-05-19,,,35.2,35.6,37.4,35.6
1996-05-20,,,35.2,35.6,37.4,32.0
1996-05-21,,,35.6,39.2,42.8,33.8
1996-05-22,,,36.4,35.6,35.6,32.0
1996-05-23,,,37.2,37.4,39.2,35.6
1996-05-24,,,38.0,39.2,44.6,35.6
1996-05-25,,,39.2,39.2,41.0,35.6
1996-05-26,,,39.2,42.8,50.0,35.6
1996-05-27,,,39.2,44.6,50.0,41.0
1996-05-28,,,39.2,44.6,55.4,35.6
1996-05-29,,,39.2,48.2,59.0,32.0
1996-05-30,,,39.2,51.8,64.4,35.6
1996-05-31,,,39.2,55.4,66.2,41.0
1996-06-01,,,39.2,46.4,50.0,42.8
1996-06-02,,,39.2,53.6,62.6,35.6
1996-06-03,,,39.2,59.0,64.4,55.4
1996-06-04,,,39.2,51.8,57.2,48.2
1996-06-05,,,39.2,51.8,64.4,37.4
1996-06-06,,,39.2,48.2,53.6,44.6
1996-06-07,,,39.2,,,
1996-06-08,,,39.2,,,
1996-06-09,,,39.4,,,
1996-06-10,,,40.5,,,
1996-06-11,,,41.8,,,
1996-06-12,,,42.1,,,
1996-06-13,,,42.2,,,
1996-06-14,,,42.2,,,
1996-06-15,,,42.3,,,
1996-06-16,,,42.3,,,
1996-06-17,,,42.3,,,
1996-06-18,,,42.3,,,
1996-06-19,,,42.3,,,
1996-06-20,,,42.3,55.4,60.8,48.2
1996-06-21,,,42.3,55.4,64.4,44.6
1996-06-22,,,42.3,53.6,62.6,41.0
1996-06-23,,,42.3,46.4,48.2,46.4
1996-06-24,,,42.3,44.6,48.2,41.0
1996-06-25,,,42.7,41.0,42.8,39.2
1996-06-26,,,43.1,42.8,46.4,39.2
1996-06-27,,,43.7,44.6,50.0,39.2
1996-06-28,,,43.8,46.4,51.8,39.2
1996-06-29,,,43.8,53.6,60.8,48.2
1996-06-30,,,44.2,53.6,59.0,46.4
1996-07-01,,,44.2,53.6,64.4,39.2
1996-07-02,,,44.2,57.2,68.0,41.0
1996-07-03,,,44.2,50.0,57.2,44.6
1996-07-04,,,44.2,46.4,48.2,46.4
1996-07-05,,,44.2,46.4,50.0,46.4
1996-07-06,,,44.2,48.2,50.0,46.4
1996-07-07,,,44.2,48.2,53.6,46.4
1996-07-08,,,44.2,46.4,48.2,46.4
1996-07-09,,,44.2,46.4,48.2,44.6
1996-07-10,,,45.0,46.4,48.2,44.6
1996-07-11,,,45.8,46.4,48.2,44.6
1996-07-12,,,46.6,44.6,46.4,42.8
1996-07-13,,,47.8,48.2,53.6,44.6
1996-07-14,,,48.2,53.6,62.6,37.4
1996-07-15,,,48.2,59.0,66.2,51.8
1996-07-16,,,48.2,57.2,62.6,53.6
1996-07-17,,,48.2,53.6,59.0,46.4
1996-07-18,,,48.2,50.0,53.6,48.2
1996-07-19,,,48.2,50.0,55.4,48.2
1996-07-20,,,48.2,51.8,57.2,48.2
1996-07-21,,,48.2,51.8,57.2,48.2
1996-07-22,,,48.2,50.0,53.6,48.2
1996-07-23,,,48.2,48.2,50.0,46.4
1996-07-24,,,48.2,50.0,55.4,44.6
1996-07-25,,,48.6,50.0,55.4,44.6
1996-07-26,,,48.6,51.8,55.4,48.2
1996-07-27,,,48.6,50.0,53.6,48.2
1996-07-28,,,48.6,48.2,50.0,48.2
1996-07-29,,,48.6,48.2,51.8,46.4
1996-07-30,,,49.4,50.0,57.2,39.2
1996-07-31,,,49.4,48.2,53.6,48.2
1996-08-01,,,49.4,48.2,53.6,46.4
1996-08-02,,,49.4,51.8,59.0,44.6
1996-08-03,,,49.4,50.0,57.2,46.4
1996-08-04,,,49.4,50.0,57.2,46.4
1996-08-05,,,49.8,48.2,55.4,44.6
1996-08-06,,,49.8,51.8,62.6,44.6
1996-08-07,,,49.8,48.2,53.6,37.4
1996-08-08,,,49.8,48.2,51.8,44.6
1996-08-09,,,49.8,48.2,50.0,46.4
1996-08-10,,,49.8,46.4,50.0,44.6
1996-08-11,,,51.4,48.2,51.8,44.6
1996-08-12,,,51.8,50.0,55.4,46.4
1996-08-13,,,51.8,51.8,60.8,41.0
1996-08-14,,,51.8,51.8,57.2,48.2
1996-08-15,,,51.8,53.6,59.0,48.2
1996-08-16,,,51.8,51.8,57.2,44.6
1996-08-17,,,51.8,53.6,66.2,42.8
1996-08-18,,,51.8,50.0,50.0,48.2
1996-08-19,,,51.8,50.0,53.6,48.2
1996-08-20,,,51.8,50.0,53.6,48.2
1996-08-21,,,51.8,50.0,51.8,46.4
1996-08-22,,,51.8,50.0,51.8,48.2
1996-08-23,,,51.8,50.0,53.6,48.2
1996-08-24,,,52.2,46.4,48.2,41.0
1996-08-25,,,52.2,46.4,50.0,41.0
1996-08-26,,,52.6,50.0,55.4,46.4
1996-08-27,,,52.6,48.2,59.0,37.4
1996-08-28,,,52.6,48.2,55.4,41.0
1996-08-29,,,52.6,48.2,53.6,44.6
1996-08-30,,,52.6,46.4,50.0,42.8
1996-08-31,,,52.6,50.0,55.4,39.2
1996-09-01,,,53.0,51.8,60.8,41.0
1996-09-02,,,53.0,51.8,62.6,35.6
1996-09-03,,,53.0,50.0,59.0,37.4
1996-09-04,,,53.0,50.0,55.4,44.6
1996-09-05,,,53.0,48.2,50.0,46.4
1996-09-06,,,53.0,46.4,51.8,41.0
1996-09-07,,,53.0,44.6,50.0,39.2
1996-09-08,,,53.0,44.6,46.4,42.8
1996-09-09,,,53.4,46.4,53.6,41.0
1996-09-10,,,53.4,42.8,46.4,35.6
1996-09-11,,,53.4,42.8,46.4,41.0
1996-09-12,,,53.8,44.6,48.2,41.0
1996-09-13,,,55.4,42.8,46.4,41.0
1996-09-14,,,55.4,39.2,41.0,35.6
1996-09-15,,,55.8,41.0,44.6,37.4
1996-09-16,,,56.2,44.6,48.2,41.0
1996-09-17,,,56.6,39.2,41.0,35.6
1996-09-18,,,58.6,37.4,44.6,32.0
1996-09-19,,,59.0,39.2,46.4,32.0
1996-09-20,,,59.0,35.6,39.2,32.0
1996-09-21,,,59.0,32.0,37.4,30.2
1996-09-22,,,59.0,32.0,35.6,30.2
1996-09-23,,,59.0,35.6,41.0,33.8
1996-09-24,,,59.0,35.6,41.0,33.8
1996-09-25,,,60.6,35.6,39.2,32.0
1996-09-26,,,61.4,33.8,39.2,30.2
1996-09-27,,,61.4,35.6,39.2,32.0
1996-09-28,,,61.4,35.6,41.0,33.8
1996-09-29,,,61.4,32.0,32.0,32.0
1996-09-30,,,61.4,32.0,35.6,30.2
1996-10-01,,,0.0,33.8,39.2,28.4
1996-10-02,,,0.0,32.0,33.8,32.0
1996-10-03,,,0.0,32.0,39.2,26.6
1996-10-04,,,0.0,39.2,46.4,30.2
1996-10-05,,,0.0,41.0,46.4,35.6
1996-10-06,,,0.0,35.6,41.0,28.4
1996-10-07,,,0.0,35.6,41.0,28.4
1996-10-08,,,0.0,33.8,35.6,32.0
1996-10-09,,,0.0,32.0,32.0,28.4
1996-10-10,,,0.0,32.0,35.6,32.0
1996-10-11,,,0.0,28.4,32.0,28.4
1996-10-12,,,0.4,24.8,26.6,21.2
1996-10-13,,,0.4,21.2,23.0,19.4
1996-10-14,,,0.4,21.2,23.0,21.2
1996-10-15,,,0.4,19.4,21.2,17.6
1996-10-16,,,0.8,19.4,21.2,17.6
1996-10-17,,,0.8,24.8,26.6,23.0
1996-10-18,,,3.6,24.8,32.0,12.2
1996-10-19,,,3.6,32.0,32.0,28.4
1996-10-20,,,4.0,28.4,32.0,19.4
1996-10-21,,,4.0,32.0,33.8,28.4
1996-10-22,,,4.0,32.0,33.8,30.2
1996-10-23,,,4.0,28.4,30.2,24.8
1996-10-24,,,4.4,21.2,24.8,17.6
1996-10-25,,,4.4,19.4,21.2,17.6
1996-10-26,,,4.4,23.0,28.4,17.6
1996-10-27,,,4.4,35.6,42.8,32.0
1996-10-28,,,4.4,33.8,33.8,32.0
1996-10-29,,,4.4,35.6,39.2,35.6
1996-10-30,,,4.4,35.6,39.2,32.0
1996-10-31,,,6.0,32.0,33.8,24.8
1996-11-01,,,6.8,28.4,32.0,23.0
1996-11-02,,,6.8,30.2,32.0,28.4
1996-11-03,,,7.2,32.0,33.8,32.0
1996-11-04,,,7.2,32.0,32.0,32.0
1996-11-05,,,7.2,30.2,32.0,26.6
1996-11-06,,,7.2,23.0,24.8,19.4
1996-11-07,,,7.2,17.6,17.6,15.8
1996-11-08,,,7.2,19.4,23.0,14.0
1996-11-09,,,7.2,26.6,32.0,19.4
1996-11-10,,,7.6,35.6,35.6,32.0
1996-11-11,,,7.6,39.2,41.0,35.6
1996-11-12,,,7.6,37.4,39.2,35.6
1996-11-13,,,7.6,33.8,35.6,32.0
1996-11-14,,,7.6,32.0,35.6,30.2
1996-11-15,,,7.6,26.6,28.4,23.0
1996-11-16,,,7.6,28.4,30.2,23.0
1996-11-17,,,7.6,28.4,28.4,26.6
1996-11-18,,,7.6,30.2,30.2,28.4
1996-11-19,,,7.6,30.2,32.0,28.4
1996-11-20,,,7.6,28.4,28.4,28.4
1996-11-21,,,8.4,28.4,28.4,26.6
1996-11-22,,,8.8,21.2,26.6,15.8
1996-11-23,,,8.8,10.4,12.2,8.6
1996-11-24,,,8.8,17.6,21.2,15.8
1996-11-25,,,8.8,32.0,32.0,24.8
1996-11-26,,,8.8,28.4,28.4,26.6
1996-11-27,,,9.2,15.8,19.4,12.2
1996-11-28,,,9.2,15.8,15.8,14.0
1996-11-29,,,,14.0,14.0,12.2
1996-11-30,,,,10.4,12.2,5.0
1996-12-01,,,,21.2,28.4,8.6
1996-12-02,,,,24.8,30.2,19.4
1996-12-03,,,,23.0,24.8,19.4
1996-12-04,,,,15.8,19.4,12.2
1996-12-05,,,,5.0,8.6,3.2
1996-12-06,,,,10.4,19.4,3.2
1996-12-07,,,,26.6,28.4,21.2
1996-12-08,,,,30.2,30.2,28.4
1996-12-09,,,,19.4,23.0,17.6
1996-12-10,,,,15.8,19.4,14.0
1996-12-11,,,,17.6,17.6,15.8
1996-12-12,,,,21.2,28.4,15.8
1996-12-13,,,,15.8,23.0,8.6
1996-12-14,,,,23.0,30.2,10.4
1996-12-15,,,,32.0,32.0,30.2
1996-12-16,,,,32.0,32.0,28.4
1996-12-17,,,,32.0,32.0,32.0
1996-12-18,,,,30.2,32.0,28.4
1996-12-19,,,,30.2,32.0,28.4
1996-12-20,,,,23.0,30.2,14.0
1996-12-21,,,,5.0,10.4,-0.4
1996-12-22,,,,12.2,17.6,1.4
1996-12-23,,,,15.8,19.4,14.0
1996-12-24,,,,19.4,21.2,17.6
1996-12-25,,,,23.0,32.0,15.8
1996-12-26,,,,26.6,28.4,24.8
1996-12-27,,,,17.6,23.0,10.4
1996-12-28,,,,24.8,26.6,23.0
1996-12-29,,,,10.4,15.8,-0.4
1996-12-30,,,,1.4,3.2,-0.4
1996-12-31,,,,3.2,5.0,-0.4
1997-01-01,,,,5.0,6.8,3.2
1997-01-02,,,,5.0,6.8,3.2
1997-01-03,,,,5.0,10.4,-0.4
1997-01-04,,,,5.0,6.8,1.4
1997-01-05,,,,3.2,6.8,1.4
1997-01-06,,,,-5.8,-0.4,-11.2
1997-01-07,,,,23.0,28.4,14.0
1997-01-08,,,,32.0,33.8,32.0
1997-01-09,,,,32.0,35.6,32.0
1997-01-10,,,,32.0,32.0,30.2
1997-01-11,,,,32.0,32.0,32.0
1997-01-12,,,,32.0,32.0,32.0
1997-01-13,,,,33.8,35.6,32.0
1997-01-14,,,,32.0,33.8,32.0
1997-01-15,,,,32.0,32.0,28.4
1997-01-16,,,,28.4,28.4,26.6
1997-01-17,,,,26.6,26.6,24.8
1997-01-18,,,,24.8,24.8,24.8
1997-01-19,,,,21.2,24.8,10.4
1997-01-20,,,,19.4,21.2,15.8
1997-01-21,,,,21.2,21.2,19.4
1997-01-22,,,,23.0,28.4,19.4
1997-01-23,,,,14.0,15.8,12.2
1997-01-24,,,,15.8,17.6,14.0
1997-01-25,,,,6.8,8.6,1.4
1997-01-26,,,,15.8,32.0,3.2
1997-01-27,,,,30.2,32.0,30.2
1997-01-28,,,,32.0,32.0,28.4
1997-01-29,,,,30.2,30.2,28.4
1997-01-30,,,,30.2,32.0,28.4
1997-01-31,,,,26.6,30.2,19.4
1997-02-01,,,,32.0,32.0,30.2
1997-02-02,,,,32.0,32.0,32.0
1997-02-03,,,,32.0,32.0,32.0
1997-02-04,,,,32.0,32.0,32.0
1997-02-05,,,,32.0,32.0,32.0
1997-02-06,,,,30.2,32.0,28.4
1997-02-07,,,,32.0,32.0,30.2
1997-02-08,,,,32.0,32.0,32.0
1997-02-09,,,,32.0,32.0,32.0
1997-02-10,,,,30.2,30.2,30.2
1997-02-11,,,,30.2,32.0,30.2
1997-02-12,,,,32.0,32.0,30.2
1997-02-13,,,,32.0,32.0,32.0
1997-02-14,,,,32.0,32.0,32.0
1997-02-15,,,,32.0,32.0,32.0
1997-02-16,,,,32.0,32.0,32.0
1997-02-17,,,,32.0,32.0,28.4
1997-02-18,,,,30.2,32.0,28.4
1997-02-19,,,,32.0,32.0,30.2
1997-02-20,,,,32.0,32.0,32.0
1997-02-21,,,,33.8,35.6,32.0
1997-02-22,,,,28.4,32.0,23.0
1997-02-23,,,,28.4,30.2,24.8
1997-02-24,,,,30.2,32.0,28.4
1997-02-25,,,,30.2,32.0,30.2
1997-02-26,,,,30.2,32.0,28.4
1997-02-27,,,,26.6,28.4,24.8
1997-02-28,,,,23.0,23.0,17.6
1997-03-01,,,,15.8,17.6,8.6
1997-03-02,,,,17.6,23.0,8.6
1997-03-03,,,,24.8,26.6,21.2
1997-03-04,,,,30.2,30.2,28.4
1997-03-05,,,,24.8,30.2,15.8
1997-03-06,,,,24.8,32.0,17.6
1997-03-07,,,,21.2,28.4,10.4
1997-03-08,,,,19.4,23.0,8.6
1997-03-09,,,,21.2,21.2,19.4
1997-03-10,,,,17.6,23.0,14.0
1997-03-11,,,,19.4,26.6,14.0
1997-03-12,,,,23.0,30.2,15.8
1997-03-13,,,,24.8,30.2,21.2
1997-03-14,,,,32.0,32.0,26.6
1997-03-15,,,,17.6,19.4,12.2
1997-03-16,,,,8.6,10.4,6.8
1997-03-17,,,,26.6,32.0,14.0
1997-03-18,,,,26.6,30.2,23.0
1997-03-19,,,,23.0,32.0,15.8
1997-03-20,,,,21.2,32.0,12.2
1997-03-21,,,,21.2,33.8,8.6
1997-03-22,,,,23.0,30.2,14.0
1997-03-23,,,,15.8,19.4,12.2
1997-03-24,,,,17.6,24.8,12.2
1997-03-25,,,,23.0,28.4,10.4
1997-03-26,,,,32.0,33.8,28.4
1997-03-27,,,,30.2,35.6,21.2
1997-03-28,,,,24.8,32.0,15.8
1997-03-29,,,,23.0,32.0,12.2
1997-03-30,,,,28.4,32.0,24.8
1997-03-31,,,,26.6,28.4,24.8
1997-04-01,,,,,,
1997-04-02,,,,,,
1997-04-03,,,,,,
1997-04-04,,,,,,
1997-04-05,,,,,,
1997-04-06,,,,,,
1997-04-07,,,,,,
1997-04-08,,,,,,
1997-04-09,,,,,,
1997-04-10,,,,,,
1997-04-11,,,,,,
1997-04-12,,,,,,
1997-04-13,,,,,,
1997-04-14,,,,,,
1997-04-15,,,,,,
1997-04-16,,,,,,
1997-04-17,,,,,,
1997-04-18,,,,,,
1997-04-19,,,,,,
1997-04-20,,,,,,
1997-04-21,,,,,,
1997-04-22,,,,,,
1997-04-23,,,,,,
1997-04-24,,,,,,
1997-04-25,,,,,,
1997-04-26,,,,,,
1997-04-27,,,,,,
1997-04-28,,,,,,
1997-04-29,,,,,,
1997-04-30,,,,26.6,32.0,19.4
1997-05-01,,,,32.0,35.6,30.2
1997-05-02,,,,32.0,32.0,32.0
1997-05-03,,,,32.0,33.8,32.0
1997-05-04,,,,33.8,35.6,32.0
1997-05-05,,,,32.0,32.0,32.0
1997-05-06,,,,33.8,35.6,32.0
1997-05-07,,,,32.0,35.6,28.4
1997-05-08,,,,39.2,44.6,32.0
1997-05-09,,,,39.2,46.4,33.8
1997-05-10,,,,33.8,37.4,32.0
1997-05-11,,,,32.0,39.2,24.8
1997-05-12,,,,32.0,35.6,28.4
1997-05-13,,,,30.2,35.6,24.8
1997-05-14,,,,28.4,32.0,26.6
1997-05-15,,,,26.6,35.6,15.8
1997-05-16,,,,26.6,39.2,15.8
1997-05-17,,,,30.2,37.4,21.2
1997-05-18,,,,30.2,41.0,21.2
1997-05-19,,,,32.0,41.0,24.8
1997-05-20,,,,33.8,35.6,32.0
1997-05-21,,,,37.4,41.0,35.6
1997-05-22,,,,35.6,39.2,35.6
1997-05-23,,,,35.6,37.4,33.8
1997-05-24,,,,33.8,39.2,32.0
1997-05-25,,,,33.8,35.6,32.0
1997-05-26,,,,32.0,35.6,32.0
1997-05-27,,,,33.8,35.6,32.0
1997-05-28,,,,32.0,35.6,32.0
1997-05-29,,,,33.8,35.6,32.0
1997-05-30,,,,33.8,35.6,32.0
1997-05-31,,,,33.8,41.0,28.4
1997-06-01,,,,,,
1997-06-02,,,,,,
1997-06-03,,,,,,
1997-06-04,,,,,,
1997-06-05,,,,,,
1997-06-06,,,,,,
1997-06-07,,,,,,
1997-06-08,,,,,,
1997-06-09,,,,,,
1997-06-10,,,,,,
1997-06-11,,,,,,
1997-06-12,,,,,,
1997-06-13,,,,,,
1997-06-14,,,,,,
1997-06-15,,,,,,
1997-06-16,,,,,,
1997-06-17,,,,,,
1997-06-18,,,,,,
1997-06-19,,,,,,
1997-06-20,,,,,,
1997-06-21,,,,,,
1997-06-22,,,,,,
1997-06-23,,,,,,
1997-06-24,,,,,,
1997-06-25,,,,,,
1997-06-26,,,,,,
1997-06-27,,,,,,
1997-06-28,,,,,,
1997-06-29,,,,,,
1997-06-30,,,,,,
1997-07-01,,,,,,
1997-07-02,,,,,,
1997-07-03,,,,,,
1997-07-04,,,,,,
1997-07-05,,,,,,
1997-07-06,,,,,,
1997-07-07,,,,,,
1997-07-08,,,,,,
1997-07-09,,,,,,
1997-07-10,,,,,,
1997-07-11,,,,,,
1997-07-12,,,,,,
1997-07-13,,,,,,
1997-07-14,,,,,,
1997-07-15,,,,,,
1997-07-16,,,,,,
1997-07-17,,,,,,
1997-07-18,,,,,,
1997-07-19,,,,,,
1997-07-20,,,,,,
1997-07-21,,,,,,
1997-07-22,,,,,,
1997-07-23,,,,,,
1997-07-24,,,,,,
1997-07-25,,,,,,
1997-07-26,,,,,,
1997-07-27,,,,,,
1997-07-28,,,,,,
1997-07-29,,,,,,
1997-07-30,,,,,,
1997-07-31,,,,,,
1997-08-01,,,,,,
1997-08-02,,,,,,
1997-08-03,,,,,,
1997-08-04,,,,,,
1997-08-05,,,,,,
1997-08-06,,,,,,
1997-08-07,,,,,,
1997-08-08,,,,,,
1997-08-09,,,,,,
1997-08-10,,,,,,
1997-08-11,,,,,,
1997-08-12,,,,,,
1997-08-13,,,,,,
1997-08-14,,,,,,
1997-08-15,,,,,,
1997-08-16,,,,,,
1997-08-17,,,,,,
1997-08-18,,,,,,
1997-08-19,,,,,,
1997-08-20,,,,,,
1997-08-21,,,,,,
1997-08-22,,,,,,
1997-08-23,,,,,,
1997-08-24,,,,,,
1997-08-25,,,,,,
1997-08-26,,,,,,
1997-08-27,,,,,,
1997-08-28,,,,,,
1997-08-29,,,,,,
1997-08-30,,,,,,
1997-08-31,,,,,,
1997-09-01,,,,,,
1997-09-02,,,,,,
1997-09-03,,,,,,
1997-09-04,,,,,,
1997-09-05,,,,,,
1997-09-06,,,,,,
1997-09-07,,,,,,
1997-09-08,,,,,,
1997-09-09,,,,,,
1997-09-10,,,,,,
1997-09-11,,,,,,
1997-09-12,,,,,,
1997-09-13,,,,,,
1997-09-14,,,,,,
1997-09-15,,,,,,
1997-09-16,,,,,,
1997-09-17,,,,,,
1997-09-18,,,,,,
1997-09-19,,,,,,
1997-09-20,,,,,,
1997-09-21,,,,,,
1997-09-22,,,,,,
1997-09-23,,,,,,
1997-09-24,,,,,,
1997-09-25,,,,,,
1997-09-26,,,,,,
1997-09-27,,,,,,
1997-09-28,,,,,,
1997-09-29,,,,,,
1997-09-30,,,,,,
1997-10-01,,,0.0,,,
1997-10-02,,,0.0,,,
1997-10-03,,,0.0,,,
1997-10-04,,,0.0,,,
1997-10-05,,,0.0,,,
1997-10-06,,,0.0,,,
1997-10-07,,,0.0,,,
1997-10-08,,,0.0,,,
1997-10-09,,,0.0,,,
1997-10-10,,,0.0,,,
1997-10-11,,,0.0,,,
1997-10-12,,,0.0,,,
1997-10-13,,,0.0,,,
1997-10-14,,,0.0,,,
1997-10-15,,,0.0,,,
1997-10-16,,,0.0,,,
1997-10-17,,,0.1,,,
1997-10-18,,,0.1,,,
1997-10-19,,,0.1,,,
1997-10-20,,,0.7,,,
1997-10-21,,,0.7,,,
1997-10-22,,,1.1,,,
1997-10-23,,,1.1,,,
1997-10-24,,,1.2,,,
1997-10-25,,,1.3,,,
1997-10-26,,,1.4,,,
1997-10-27,,,1.5,,,
1997-10-28,,,1.5,,,
1997-10-29,,,1.8,,,
1997-10-30,,,2.6,,,
1997-10-31,,,2.6,,,
1997-11-01,,,2.6,,,
1997-11-02,,,4.5,,,
1997-11-03,,,6.1,,,
1997-11-04,,,6.8,,,
1997-11-05,,,7.9,,,
1997-11-06,,,9.0,,,
1997-11-07,,,10.2,,,
1997-11-08,,,11.3,,,
1997-11-09,,,12.5,,,
1997-11-10,,,13.8,,,
1997-11-11,,,15.8,,,
1997-11-12,,,17.8,,,
1997-11-13,,,18.4,,,
1997-11-14,,,18.5,,,
1997-11-15,,,18.8,,,
1997-11-16,,,19.6,,,
1997-11-17,,,20.8,,,
